ID,PLACE_NAME,CATEGORY,INF,VAL_rcp85_5.0_2050_RL1,PCT_rcp85_5.0_2050_RL1,VAL_rcp85_5.0_2100_RL1,PCT_rcp85_5.0_2100_RL1,VAL_rcp85_5.0_2200_RL1,PCT_rcp85_5.0_2200_RL1,VAL_rcp85_50.0_2050_RL1,PCT_rcp85_50.0_2050_RL1,VAL_rcp85_50.0_2100_RL1,PCT_rcp85_50.0_2100_RL1,VAL_rcp85_50.0_2200_RL1,PCT_rcp85_50.0_2200_RL1,VAL_rcp85_95.0_2050_RL1,PCT_rcp85_95.0_2050_RL1,VAL_rcp85_95.0_2100_RL1,PCT_rcp85_95.0_2100_RL1,VAL_rcp85_95.0_2200_RL1,PCT_rcp85_95.0_2200_RL1,VAL_rcp85_99.0_2050_RL1,PCT_rcp85_99.0_2050_RL1,VAL_rcp85_99.0_2100_RL1,PCT_rcp85_99.0_2100_RL1,VAL_rcp85_99.0_2200_RL1,PCT_rcp85_99.0_2200_RL1
NC_County_37095,Hyde ,Population,5784,3428,59.3,4087,70.7,5443,94.1,3888,67.2,5108,88.3,5758,99.6,4140,71.6,5598,96.8,5782,100,4237,73.3,5724,99,5784,100
NC_County_37177,Tyrrell ,Population,4407,2399,54.4,3365,76.4,3963,89.9,3043,69,3743,84.9,4125,93.6,3445,78.2,4033,91.5,4173,94.7,3540,80.3,4099,93,4173,94.7
LA_County_22109,Terrebonne ,Population,111854,26979,24.1,52664,47.1,105652,94.5,31027,27.7,76657,68.5,110941,99.2,37823,33.8,97615,87.3,111017,99.3,40436,36.2,105009,93.9,111026,99.3
VA_County_51735,Poquoson city,Population,12150,2745,22.6,4720,38.8,9198,75.7,3743,30.8,7334,60.4,12091,99.5,4948,40.7,10488,86.3,12138,99.9,5505,45.3,11933,98.2,12149,100
LA_County_22023,Cameron ,Population,6833,2595,38,3824,56,5879,86,3007,44,5168,75.6,6522,95.4,3434,50.3,5897,86.3,6825,99.9,3775,55.2,6230,91.2,6829,99.9
FL_County_12087,Monroe ,Population,73008,6558,9,21404,29.3,51174,70.1,12008,16.4,44785,61.3,66243,90.7,21691,29.7,58894,80.7,72900,99.9,26810,36.7,63951,87.6,73003,100
NC_County_37029,Camden ,Population,9980,1644,16.5,2890,29,6573,65.9,2253,22.6,5191,52,8462,84.8,3123,31.3,7092,71.1,9865,98.8,3679,36.9,7857,78.7,9979,100
NC_County_37139,Pasquotank ,Population,40616,5508,13.6,9471,23.3,22413,55.2,7596,18.7,16698,41.1,35272,86.8,10183,25.1,26300,64.8,40500,99.7,11494,28.3,31368,77.2,40608,100
NC_County_37055,Dare ,Population,33918,8130,24,11365,33.5,19074,56.2,10165,30,15480,45.6,25931,76.5,11797,34.8,20723,61.1,30828,90.9,12678,37.4,23436,69.1,31981,94.3
LA_County_22095,St. John the Baptist ,Population,45486,2346,5.2,10484,23,30942,68,3474,7.6,19299,42.4,37063,81.5,5059,11.1,27311,60,45445,99.9,6541,14.4,30937,68,45472,100
NC_County_37053,Currituck ,Population,23547,4748,20.2,6493,27.6,12618,53.6,5645,24,9987,42.4,18620,79.1,6790,28.8,13825,58.7,22677,96.3,7362,31.3,16907,71.8,23534,99.9
LA_County_22007,Assumption ,Population,23421,6835,29.2,9258,39.5,11707,50,7747,33.1,10058,42.9,15739,67.2,8302,35.4,10949,46.7,22598,96.5,8558,36.5,11614,49.6,23404,99.9
VA_County_51115,Mathews ,Population,8978,951,10.6,1641,18.3,3444,38.4,1326,14.8,2745,30.6,5805,64.7,1736,19.3,3948,44,7568,84.3,1951,21.7,5119,57,7965,88.7
NJ_County_34009,Cape May ,Population,97226,10256,10.5,18639,19.2,37713,38.8,15705,16.2,32277,33.2,50788,52.2,20165,20.7,41337,42.5,71487,73.5,22710,23.4,45712,47,89040,91.6
AK_County_02270,Wade Hampton Census Area,Population,7459,1553,20.8,2009,26.9,2574,34.5,1958,26.3,2734,36.7,3435,46.1,2395,32.1,3168,42.5,3754,50.3,2549,34.2,3400,45.6,3942,52.8
MD_County_24039,Somerset ,Population,26459,5717,21.6,7372,27.9,9829,37.1,6838,25.8,8762,33.1,13203,49.9,7472,28.2,10602,40.1,19468,73.6,7739,29.2,11201,42.3,25007,94.5
LA_County_22093,St. James ,Population,22032,1753,8,4390,19.9,11114,50.4,2102,9.5,6385,29,16402,74.4,2554,11.6,8521,38.7,21416,97.2,2834,12.9,10801,49,21981,99.8
LA_County_22089,St. Charles ,Population,51677,11903,23,16515,32,20898,40.4,13252,25.6,18034,34.9,23395,45.3,14973,29,19083,36.9,24104,46.6,15427,29.9,20926,40.5,24139,46.7
LA_County_22113,Vermilion ,Population,57999,3654,6.3,9815,16.9,26240,45.2,4640,8,14398,24.8,40022,69,5902,10.2,20144,34.7,52906,91.2,6947,12,25609,44.2,56699,97.8
MD_County_24047,Worcester ,Population,51390,2184,4.2,4910,9.6,15154,29.5,3648,7.1,11758,22.9,22615,44,5732,11.2,17312,33.7,30381,59.1,7055,13.7,20213,39.3,36863,71.7
NC_County_37137,Pamlico ,Population,13136,1015,7.7,1561,11.9,3764,28.7,1306,9.9,2764,21,6315,48.1,1685,12.8,4430,33.7,8860,67.4,1902,14.5,5540,42.2,9412,71.7
LA_County_22101,St. Mary ,Population,54641,3844,7,10287,18.8,20127,36.8,6213,11.4,12882,23.6,23483,43,7507,13.7,17293,31.6,24173,44.2,8349,15.3,19362,35.4,24175,44.2
GA_County_13127,Glynn ,Population,79611,6138,7.7,7512,9.4,16549,20.8,6909,8.7,10961,13.8,35732,44.9,7756,9.7,25036,31.4,62347,78.3,8311,10.4,31764,39.9,73167,91.9
LA_County_22057,Lafourche ,Population,96198,7289,7.6,16158,16.8,32998,34.3,8942,9.3,22074,22.9,45378,47.2,10497,10.9,28357,29.5,47325,49.2,12606,13.1,32513,33.8,47327,49.2
NJ_County_34033,Salem ,Population,66083,4978,7.5,7766,11.8,15546,23.5,6741,10.2,12861,19.5,24977,37.8,8537,12.9,19068,28.9,33135,50.1,9639,14.6,22958,34.7,36859,55.8
WA_County_53027,Grays Harbor ,Population,72797,5928,8.1,16371,22.5,18007,24.7,15667,21.5,18446,25.3,22913,31.5,16597,22.8,20865,28.7,30131,41.4,17128,23.5,22533,31,32097,44.1
VA_County_51650,Hampton city,Population,137373,2965,2.2,6137,4.5,31229,22.7,4276,3.1,17891,13,75376,54.9,6253,4.6,38884,28.3,117456,85.5,7790,5.7,59301,43.2,133472,97.2
NC_County_37143,Perquimans ,Population,13453,679,5,1016,7.6,3052,22.7,851,6.3,1908,14.2,6527,48.5,1071,8,3721,27.7,12915,96,1203,8.9,5086,37.8,13141,97.7
NJ_County_34001,Atlantic ,Population,274441,11619,4.2,30988,11.3,69285,25.2,24414,8.9,58948,21.5,82250,30,36339,13.2,75877,27.6,94164,34.3,41747,15.2,80465,29.3,112229,40.9
SC_County_45019,Charleston ,Population,349905,15269,4.4,30519,8.7,78283,22.4,22297,6.4,57673,16.5,145418,41.6,30519,8.7,92674,26.5,243440,69.6,35773,10.2,122174,34.9,287796,82.2
NC_County_37031,Carteret ,Population,66426,3250,4.9,5552,8.4,13303,20,4645,7,10379,15.6,23873,35.9,6204,9.3,16762,25.2,36860,55.5,7228,10.9,21269,32,48854,73.5
VA_County_51001,Accomack ,Population,33153,3753,11.3,5524,16.7,7825,23.6,4923,14.8,6969,21,9328,28.1,5731,17.3,8334,25.1,11743,35.4,6029,18.2,9003,27.2,15014,45.3
VA_County_51710,Norfolk city,Population,242751,5428,2.2,10227,4.2,39672,16.3,7708,3.2,22350,9.2,142487,58.7,10567,4.4,58929,24.3,241185,99.4,13030,5.4,101500,41.8,242266,99.8
LA_County_22005,Ascension ,Population,106907,2884,2.7,10520,9.8,32620,30.5,4251,4,16339,15.3,48157,45,5454,5.1,24726,23.1,83171,77.8,7067,6.6,31841,29.8,103022,96.4
FL_County_12015,Charlotte ,Population,159976,866,0.5,2848,1.8,18015,11.3,1567,1,11019,6.9,65102,40.7,3141,2,36433,22.8,120570,75.4,4308,2.7,55539,34.7,138964,86.9
SC_County_45013,Beaufort ,Population,161938,6428,4,12753,7.9,32825,20.3,8587,5.3,24271,15,51875,32,12753,7.9,36698,22.7,97154,60,14704,9.1,44810,27.7,136849,84.5
AK_County_02188,Northwest Arctic Borough,Population,7523,826,11,910,12.1,1060,14.1,899,12,1178,15.7,2615,34.8,996,13.2,1684,22.4,4409,58.6,1048,13.9,2440,32.4,4987,66.3
FL_County_12086,Miami-Dade ,Population,2432190,7486,0.3,49263,2,245733,10.1,23332,1,162120,6.7,1636221,67.3,51624,2.1,526279,21.6,2388296,98.2,70199,2.9,1205154,49.6,2429956,99.9
MA_County_25025,Suffolk ,Population,722023,6463,0.9,13719,1.9,117542,16.3,11018,1.5,93482,12.9,179620,24.9,20789,2.9,155228,21.5,231541,32.1,25969,3.6,175613,24.3,275589,38.2
FL_County_12109,St. Johns ,Population,188262,3924,2.1,13066,6.9,31743,16.9,7603,4,24898,13.2,52313,27.8,13912,7.4,39662,21.1,82746,44,16570,8.8,47795,25.4,109757,58.3
NC_County_37013,Beaufort ,Population,47757,2405,5,4429,9.3,8586,18,3557,7.4,6792,14.2,15150,31.7,4719,9.9,9755,20.4,24657,51.6,5171,10.8,12390,25.9,27864,58.3
VA_County_51740,Portsmouth city,Population,95535,779,0.8,1923,2,14592,15.3,1096,1.1,7195,7.5,44795,46.9,2065,2.2,18825,19.7,92949,97.3,2558,2.7,33038,34.6,95416,99.9
AK_County_02050,Bethel Census Area,Population,17013,1991,11.7,2343,13.8,2726,16,2299,13.5,2926,17.2,3717,21.8,2553,15,3340,19.6,5398,31.7,2687,15.8,3647,21.4,8019,47.1
TX_County_48007,Aransas ,Population,23158,347,1.5,1161,5,4578,19.8,516,2.2,2382,10.3,8944,38.6,807,3.5,4491,19.4,16577,71.6,1023,4.4,6285,27.1,22663,97.9
NC_County_37187,Washington ,Population,13228,449,3.4,833,6.3,2068,15.6,660,5,1499,11.3,4000,30.2,891,6.7,2478,18.7,8653,65.4,1009,7.6,3331,25.2,11049,83.5
FL_County_12011,Broward ,Population,1655598,5935,0.4,19857,1.2,139241,8.4,11290,0.7,79578,4.8,965201,58.3,20460,1.2,303059,18.3,1561479,94.3,28588,1.7,782288,47.3,1649148,99.6
FL_County_12103,Pinellas ,Population,916420,10908,1.2,29292,3.2,115783,12.6,18872,2.1,81599,8.9,218764,23.9,30224,3.3,157817,17.2,370534,40.4,37360,4.1,194501,21.2,529060,57.7
MD_County_24019,Dorchester ,Population,32608,2563,7.9,3696,11.3,5146,15.8,3218,9.9,4717,14.5,6541,20.1,3790,11.6,5420,16.6,15666,48,4035,12.4,5975,18.3,22367,68.6
LA_County_22045,Iberia ,Population,73234,2289,3.1,5681,7.8,15470,21.1,2933,4,8286,11.3,26355,36,3691,5,12081,16.5,66464,90.8,4081,5.6,15091,20.6,71167,97.2
LA_County_22103,St. Tammany ,Population,216134,5752,2.7,18088,8.4,44494,20.6,7433,3.4,25564,11.8,70106,32.4,11259,5.2,35138,16.3,116320,53.8,12256,5.7,44733,20.7,151602,70.1
FL_County_12021,Collier ,Population,317932,1433,0.5,3380,1.1,25341,8,2219,0.7,15130,4.8,90288,28.4,3657,1.2,51235,16.1,255002,80.2,4695,1.5,75936,23.9,290742,91.4
TX_County_48167,Galveston ,Population,291309,5142,1.8,14793,5.1,48040,16.5,7420,2.5,23947,8.2,119584,41.1,10798,3.7,43691,15,199005,68.3,12294,4.2,94146,32.3,248460,85.3
CA_County_06081,San Mateo ,Population,718451,47477,6.6,70021,9.7,90150,12.5,58411,8.1,90408,12.6,119734,16.7,70308,9.8,106958,14.9,161706,22.5,72308,10.1,116678,16.2,200022,27.8
VA_County_51550,Chesapeake city,Population,221576,4704,2.1,9462,4.3,28584,12.9,6693,3,18693,8.4,64295,29,10010,4.5,33090,14.9,144414,65.2,11690,5.3,48931,22.1,219881,99.2
GA_County_13029,Bryan ,Population,30233,1203,4,1643,5.4,3679,12.2,1437,4.8,2511,8.3,8055,26.6,1643,5.4,4381,14.5,18878,62.4,1761,5.8,5917,19.6,20401,67.5
VA_County_51810,Virginia Beach city,Population,436497,5854,1.3,10910,2.5,51133,11.7,7774,1.8,27964,6.4,136685,31.3,11275,2.6,61909,14.2,336420,77.1,13722,3.1,95099,21.8,420765,96.4
FL_County_12071,Lee ,Population,613921,2630,0.4,6638,1.1,39721,6.5,4233,0.7,23736,3.9,178529,29.1,7113,1.2,85868,14,371822,60.6,9352,1.5,143922,23.4,506321,82.5
GA_County_13051,Chatham ,Population,265106,9080,3.4,14158,5.3,31208,11.8,11402,4.3,23227,8.8,62221,23.5,14158,5.3,36378,13.7,152219,57.4,15798,6,49478,18.7,218783,82.5
VA_County_51073,Gloucester ,Population,36856,1446,3.9,2250,6.1,4421,12,1904,5.2,3503,9.5,6857,18.6,2357,6.4,4989,13.5,8518,23.1,2601,7.1,5970,16.2,10465,28.4
WA_County_53049,Pacific ,Population,20911,542,2.6,773,3.7,1810,8.7,654,3.1,1997,9.5,3683,17.6,823,3.9,2813,13.5,8175,39.1,1120,5.4,3632,17.4,12522,59.9
NJ_County_34029,Ocean ,Population,576370,15773,2.7,33973,5.9,69024,12,28056,4.9,59476,10.3,93415,16.2,40094,7,76962,13.4,133030,23.1,45678,7.9,87009,15.1,167461,29.1
NJ_County_34017,Hudson ,Population,634167,5124,0.8,7918,1.2,63547,10,7293,1.2,54024,8.5,107000,16.9,32820,5.2,82694,13,146157,23,35403,5.6,100746,15.9,179298,28.3
CA_County_06041,Marin ,Population,252323,16541,6.6,21966,8.7,27445,10.9,18583,7.4,26229,10.4,39120,15.5,21607,8.6,32853,13,52947,21,22333,8.9,36848,14.6,63777,25.3
TX_County_48361,Orange ,Population,81822,611,0.7,1518,1.9,9927,12.1,854,1,3943,4.8,28332,34.6,1230,1.5,10494,12.8,50760,62,1455,1.8,17496,21.4,71487,87.4
MS_County_28045,Hancock ,Population,43929,1792,4.1,3160,7.2,6393,14.6,2098,4.8,4206,9.6,9841,22.4,2411,5.5,5520,12.6,19541,44.5,2597,5.9,6437,14.7,24504,55.8
LA_County_22047,Iberville ,Population,33370,712,2.1,1966,5.9,6139,18.4,889,2.7,2856,8.6,11071,33.2,1259,3.8,4199,12.6,20504,61.4,1418,4.2,5900,17.7,32889,98.6
OR_County_41007,Clatsop ,Population,37027,997,2.7,1089,2.9,1197,3.2,1063,2.9,3464,9.4,5526,14.9,1165,3.1,4551,12.3,11123,30,1214,3.3,5635,15.2,14318,38.7
NY_County_36059,Nassau ,Population,1339231,24426,1.8,43778,3.3,119426,8.9,40374,3,100635,7.5,188452,14.1,59156,4.4,160461,12,250608,18.7,71772,5.4,183146,13.7,334001,24.9
GA_County_13039,Camden ,Population,50498,1324,2.6,1960,3.9,4482,8.9,1678,3.3,3374,6.7,10427,20.6,2064,4.1,5832,11.5,26592,52.7,2336,4.6,8462,16.8,42414,84
GA_County_13191,McIntosh ,Population,14331,617,4.3,822,5.7,1425,9.9,717,5,1151,8,2682,18.7,829,5.8,1610,11.2,6363,44.4,897,6.3,2132,14.9,11575,80.8
MD_County_24041,Talbot ,Population,37777,484,1.3,1020,2.7,3123,8.3,783,2.1,2118,5.6,7669,20.3,1094,2.9,4157,11,11691,30.9,1285,3.4,6448,17.1,15418,40.8
VA_County_51199,York ,Population,65464,1155,1.8,2228,3.4,5440,8.3,1703,2.6,3987,6.1,12655,19.3,2393,3.7,6733,10.3,20904,31.9,2734,4.2,10348,15.8,25062,38.3
MD_County_24035,Queen Anne's ,Population,47790,854,1.8,1534,3.2,3958,8.3,1260,2.6,2975,6.2,8118,17,1721,3.6,4938,10.3,20613,43.1,1964,4.1,6658,13.9,27379,57.3
FL_County_12081,Manatee ,Population,322652,6925,2.1,12391,3.8,25007,7.8,9742,3,20508,6.4,47725,14.8,12625,3.9,32348,10,98096,30.4,14097,4.4,40515,12.6,206528,64
DE_County_10005,Sussex ,Population,197136,4709,2.4,8356,4.2,16890,8.6,6926,3.5,13770,7,26961,13.7,9041,4.6,19660,10,46604,23.6,10167,5.2,23909,12.1,71067,36
AK_County_02220,Sitka City and Borough,Population,8859,727,8.2,728,8.2,696,7.9,739,8.3,780,8.8,903,10.2,759,8.6,877,9.9,1459,16.5,778,8.8,986,11.1,2082,23.5
FL_County_12037,Franklin ,Population,11542,177,1.5,293,2.5,698,6,243,2.1,598,5.2,1895,16.4,330,2.9,1115,9.7,6004,52,389,3.4,1620,14,10280,89.1
VA_County_51131,Northampton ,Population,12384,135,1.1,242,2,985,8,196,1.6,607,4.9,1708,13.8,261,2.1,1190,9.6,3064,24.7,294,2.4,1514,12.2,4520,36.5
FL_County_12089,Nassau ,Population,73299,1416,1.9,2255,3.1,5633,7.7,1841,2.5,4276,5.8,10774,14.7,2408,3.3,6899,9.4,26778,36.5,2760,3.8,9097,12.4,45201,61.7
VA_County_51103,Lancaster ,Population,11391,342,3,510,4.5,909,8,442,3.9,737,6.5,1501,13.2,531,4.7,1031,9.1,2256,19.8,576,5.1,1304,11.4,3412,30
AK_County_02180,Nome Census Area,Population,9221,340,3.7,439,4.8,511,5.5,432,4.7,540,5.9,1069,11.6,484,5.2,786,8.5,1837,19.9,507,5.5,1013,11,2919,31.7
VA_County_51133,Northumberland ,Population,12328,279,2.3,408,3.3,846,6.9,352,2.9,616,5,1885,15.3,421,3.4,1040,8.4,4444,36,453,3.7,1537,12.5,5540,44.9
AK_County_02185,North Slope Borough,Population,9430,411,4.4,465,4.9,636,6.7,456,4.8,618,6.6,1014,10.8,537,5.7,789,8.4,2033,21.6,563,6,910,9.7,4384,46.5
RI_County_44001,Bristol ,Population,49875,700,1.4,1172,2.3,2835,5.7,1091,2.2,2451,4.9,5986,12,1517,3,4118,8.3,12660,25.4,1803,3.6,5648,11.3,19200,38.5
GA_County_13179,Liberty ,Population,63404,387,0.6,609,1,4748,7.5,463,0.7,3735,5.9,7048,11.1,609,1,5222,8.2,11015,17.4,745,1.2,6130,9.7,13709,21.6
SC_County_45043,Georgetown ,Population,59918,1037,1.7,1697,2.8,3926,6.6,1410,2.4,2994,5,8213,13.7,1804,3,4900,8.2,22637,37.8,2063,3.4,6758,11.3,41655,69.5
NC_County_37049,Craven ,Population,103165,1394,1.4,1995,1.9,5824,5.6,1741,1.7,4168,4,13751,13.3,2284,2.2,8065,7.8,30541,29.6,2615,2.5,11364,11,49165,47.7
AK_County_02198,Prince of Wales-Hyder Census Area,Population,5163,345,6.7,353,6.8,353,6.8,352,6.8,369,7.1,437,8.5,354,6.9,397,7.7,564,10.9,363,7,438,8.5,740,14.3
